Date,Open,High,Low,Close
2017-12-31 00:00:00-05:00,109.4000015258789,110.22000122070312,108.25,109.77999877929688
2018-01-31 00:00:00-05:00,120.98999786376953,127.7699966430664,120.98999786376953,126.66999816894531
2018-02-28 00:00:00-05:00,113.55000305175781,114.16999816894531,111.80000305175781,111.87000274658203
2018-03-31 00:00:00-04:00,98.08999633789062,99.7699966430664,95.91999816894531,97.77999877929688
2018-04-30 00:00:00-04:00,100.41999816894531,100.62999725341797,98.19999694824219,99.70999908447266
2018-05-31 00:00:00-04:00,110.88999938964844,114.04000091552734,110.19000244140625,112.08000183105469
2018-06-30 00:00:00-04:00,118.81999969482422,120.30000305175781,118.2699966430664,118.36000061035156
2018-07-31 00:00:00-04:00,113.75,115.70999908447266,112.43000030517578,113.0199966430664
2018-08-31 00:00:00-04:00,133.57000732421875,133.92999267578125,130.50999450683594,133.55999755859375
2018-09-30 00:00:00-04:00,137.07000732421875,139.60000610351562,136.42999267578125,137.99000549316406
2018-10-31 00:00:00-04:00,125.5,130.00999450683594,124.13999938964844,128.8699951171875
2018-11-30 00:00:00-05:00,111.38999938964844,112.19999694824219,108.9000015258789,109.66999816894531
2018-12-31 00:00:00-05:00,105.05999755859375,105.75,101.95999908447266,102.94000244140625
2019-01-31 00:00:00-05:00,102.91000366210938,106.37000274658203,102.77999877929688,105.55000305175781
2019-02-28 00:00:00-05:00,84.70999908447266,87.91999816894531,84.55999755859375,87.26000213623047
2019-03-31 00:00:00-04:00,96.94999694824219,97.55000305175781,94.05000305175781,94.37000274658203
2019-04-30 00:00:00-04:00,97.12000274658203,97.98999786376953,96.23999786376953,96.83000183105469
2019-05-31 00:00:00-04:00,106.0,108.83000183105469,105.68000030517578,108.1500015258789
2019-06-30 00:00:00-04:00,114.02999877929688,114.30000305175781,111.4800033569336,113.52999877929688
2019-07-31 00:00:00-04:00,123.77999877929688,124.69999694824219,120.87000274658203,122.5199966430664
2019-08-31 00:00:00-04:00,133.39999389648438,134.41000366210938,130.64999389648438,131.97000122070312
2019-09-30 00:00:00-04:00,123.95999908447266,125.9000015258789,122.81999969482422,125.33999633789062
2019-10-31 00:00:00-04:00,123.01000213623047,123.25,119.95999908447266,120.3499984741211
2019-11-30 00:00:00-05:00,121.62000274658203,122.88999938964844,120.73999786376953,121.3499984741211
2019-12-31 00:00:00-05:00,122.25,122.79000091552734,121.4800033569336,122.43000030517578
2020-01-31 00:00:00-05:00,126.4000015258789,126.88999938964844,124.2699966430664,124.63999938964844
2020-02-29 00:00:00-05:00,106.55999755859375,109.27999877929688,105.2699966430664,107.4800033569336
2020-03-31 00:00:00-04:00,118.33999633789062,120.69999694824219,116.29000091552734,118.61000061035156
2020-04-30 00:00:00-04:00,120.94000244140625,122.05000305175781,119.37000274658203,121.05000305175781
2020-05-31 00:00:00-04:00,135.02999877929688,137.22999572753906,132.7100067138672,136.1699981689453
2020-06-30 00:00:00-04:00,138.3699951171875,140.77999877929688,138.1300048828125,139.57000732421875
2020-07-31 00:00:00-04:00,163.9199981689453,164.11000061035156,160.07000732421875,164.02000427246094
2020-08-31 00:00:00-04:00,170.67999267578125,172.85000610351562,169.57000732421875,171.19000244140625
2020-09-30 00:00:00-04:00,164.7899932861328,166.25,162.80999755859375,165.22000122070312
2020-10-31 00:00:00-04:00,162.4600067138672,162.77000427246094,153.94000244140625,154.9199981689453
2020-11-30 00:00:00-05:00,176.77999877929688,181.7100067138672,175.13999938964844,180.50999450683594
2020-12-31 00:00:00-05:00,207.0,207.97999572753906,206.05999755859375,207.7899932861328
2021-01-31 00:00:00-05:00,198.83999633789062,204.24000549316406,198.61000061035156,200.4499969482422
2021-02-28 00:00:00-05:00,185.3800048828125,186.99000549316406,182.3800048828125,184.4600067138672
2021-03-31 00:00:00-04:00,177.38999938964844,178.49000549316406,176.50999450683594,176.6999969482422
2021-04-30 00:00:00-04:00,174.52999877929688,176.44000244140625,174.11000061035156,175.3800048828125
2021-05-31 00:00:00-04:00,186.27999877929688,187.67999267578125,185.2899932861328,185.55999755859375
2021-06-30 00:00:00-04:00,177.8000030517578,178.77999877929688,176.35000610351562,177.02000427246094
2021-07-31 00:00:00-04:00,168.97000122070312,174.1999969482422,168.5800018310547,173.4199981689453
