Date,Open,High,Low,Close
2021-08-31 00:00:00-04:00,158.8300018310547,161.99000549316406,158.25,161.22000122070312
2021-09-30 00:00:00-04:00,152.72000122070312,155.36000061035156,152.49000549316406,154.07000732421875
2021-10-31 00:00:00-04:00,181.35000610351562,184.47000122070312,179.74000549316406,181.0
2021-11-30 00:00:00-05:00,170.14999389648438,171.77000427246094,165.38999938964844,165.8800048828125
2021-12-31 00:00:00-05:00,180.52000427246094,181.67999267578125,177.3800048828125,177.72000122070312
2022-01-31 00:00:00-05:00,160.0,169.99000549316406,158.47999572753906,163.33999633789062
2022-02-28 00:00:00-05:00,163.52999877929688,165.08999633789062,160.8699951171875,162.0
2022-03-31 00:00:00-04:00,156.08999633789062,157.6999969482422,153.66000366210938,153.74000549316406
2022-04-30 00:00:00-04:00,123.19000244140625,125.30000305175781,119.12000274658203,119.51000213623047
2022-05-31 00:00:00-04:00,127.36000061035156,128.0399932861328,123.5999984741211,124.52999877929688
2022-06-30 00:00:00-04:00,124.19999694824219,124.66999816894531,121.05000305175781,122.52999877929688
2022-07-31 00:00:00-04:00,129.5,132.8800048828125,129.4199981689453,132.72999572753906
2022-08-31 00:00:00-04:00,124.41999816894531,125.68000030517578,122.23999786376953,122.55999755859375
2022-09-30 00:00:00-04:00,109.52999877929688,111.94000244140625,108.55999755859375,109.0
2022-10-31 00:00:00-04:00,123.37000274658203,123.47000122070312,117.6500015258789,118.4800033569336
2022-11-30 00:00:00-05:00,101.27999877929688,105.83999633789062,100.13999938964844,105.69000244140625
2022-12-31 00:00:00-05:00,100.16999816894531,104.45999908447266,99.97000122070312,104.12999725341797
2023-01-31 00:00:00-05:00,112.52999877929688,113.79000091552734,112.44999694824219,113.2300033569336
2023-02-28 00:00:00-05:00,110.19999694824219,111.0999984741211,109.19999694824219,109.55000305175781
2023-03-31 00:00:00-04:00,117.06999969482422,119.91999816894531,116.70999908447266,119.30000305175781
2023-04-30 00:00:00-04:00,123.80999755859375,124.9800033569336,123.0999984741211,124.29000091552734
2023-05-31 00:00:00-04:00,137.35000610351562,138.49000549316406,136.47999572753906,137.72999572753906
2023-06-30 00:00:00-04:00,146.8800048828125,147.63999938964844,146.5500030517578,147.16000366210938
2023-07-31 00:00:00-04:00,151.60000610351562,152.97000122070312,150.72000122070312,152.94000244140625
2023-08-31 00:00:00-04:00,141.99000549316406,143.47000122070312,141.97999572753906,142.1999969482422
2023-09-30 00:00:00-04:00,141.10000610351562,141.55999755859375,140.1999969482422,140.38999938964844
2023-10-31 00:00:00-04:00,133.4199981689453,134.25,132.24000549316406,133.75
2023-11-30 00:00:00-05:00,157.1699981689453,158.5399932861328,156.5,158.1999969482422
2023-12-31 00:00:00-05:00,161.5,162.9199981689453,160.72000122070312,160.9499969482422
2024-01-31 00:00:00-05:00,165.33999633789062,166.85000610351562,164.3300018310547,164.92999267578125
2024-02-29 00:00:00-05:00,147.8300018310547,148.13999938964844,145.61000061035156,146.92999267578125
2024-03-31 00:00:00-04:00,145.19000244140625,150.33999633789062,144.57000732421875,148.49000549316406
2024-04-30 00:00:00-04:00,143.2899932861328,144.27999877929688,142.49000549316406,142.80999755859375
2024-05-31 00:00:00-04:00,160.16000366210938,160.83999633789062,158.4499969482422,160.36000061035156
2024-06-30 00:00:00-04:00,156.83999633789062,158.17999267578125,155.1999969482422,155.49000549316406
2024-07-31 00:00:00-04:00,151.10000610351562,152.25,150.3800048828125,150.52999877929688
2024-08-31 00:00:00-04:00,161.05999755859375,162.1199951171875,160.42999267578125,161.7100067138672
2024-09-30 00:00:00-04:00,153.07000732421875,154.85000610351562,152.25999450683594,153.7100067138672
2024-10-31 00:00:00-04:00,162.75,164.4600067138672,161.27999877929688,161.72000122070312
2024-11-30 00:00:00-05:00,186.2100067138672,189.30999755859375,186.2100067138672,188.3800048828125
2024-12-31 00:00:00-05:00,186.7100067138672,188.24000549316406,184.7100067138672,185.36000061035156
